0000(沈阳-北京) 120000421606
G1233(上海虹桥-长春) 5l000G123631
K1233(深圳东-湛江) 65000K123210
G1234(长春-上海虹桥) 11000G123406
C1234(吉林-长春) 18000C123401
K1234(湛江-深圳东) 71000K123410
C1235(长春-吉林) 11000C123501
G1235(长春-上海虹桥) 11000G123406
K1235(九江-昆明) 57000K12350G
C1236(吉林-长春) 18000C123601
G1236(上海虹桥-长春) 5l000G123631
K1236(昆明-九江) 80000K12360G
K1237(郑州-温州) 38000K124040
C1238(吉林-长春) 18000C123801
K1238(温州-郑州) 5a000K123834
K1239(温州-郑州) 5a000K123834
K1240(郑州-温州) 38000K124040
K1241(赤峰-哈尔滨东) 16000K124107
C1241(长春西-吉林) 1g000C124102
G1241(济南-沈阳北) 47000G124405
K1242(哈尔滨东-赤峰) 01000K124220
G1242(沈阳北-济南西) 12000G124210
C1242(吉林-长春) 18000C124201
K1243(哈尔滨东-赤峰) 01000K124220
C1243(长春-吉林) 11000C124301
G1243(沈阳北-济南西) 12000G124210
K1244(赤峰-哈尔滨东) 16000K124107
C1244(吉林-长春) 18000C124403
G1244(济南-沈阳北) 47000G124405
C1245(长春-吉林) 11000C124500
G1245(青岛北-沈阳北) 49000G124808
K1245(宁波-重庆) 5e000K124835
G1246(沈阳北-青岛北) 12000G124603
C1246(吉林-长春) 18000C124600
K1246(重庆-宁波) 77000K12470F
C1247(长春-吉林) 11000C124700
G1247(沈阳北-青岛北) 12000G124603
K1247(重庆-宁波) 77000K12470F
C1248(吉林-长春) 18000C124800
G1248(青岛北-沈阳北) 49000G124808
K1248(宁波-重庆) 5e000K124835
G1251(大连-上海虹桥) 13000G125107
G1252(上海虹桥-大连北) 5l000G125240
G1253(上海虹桥-大连北) 5l000G125240
G1254(大连-上海虹桥) 13000G125107
G1255(上海虹桥-长春) 5l000G125871
K1255(成都东-温州) 76000K12580A
G1256(长春-上海虹桥) 11000G125607
K1256(温州-成都东) 5a000K125667
G1257(长春-上海虹桥) 11000G125607
K1257(温州-成都东) 5a000K125667
G1258(上海虹桥-长春) 5l000G125871
K1258(成都东-温州) 76000K12580A
K1259(大连-齐齐哈尔) 13000K125908
K1260(齐齐哈尔-大连) 04000K126006
G1261(郑州东-哈尔滨西) 38000G126401
G1262(哈尔滨西-郑州东) 0h000G126201
G1263(哈尔滨西-郑州东) 0h000G126201
K1263(石家庄-杭州) 26000K126308
G1264(郑州东-哈尔滨西) 38000G126401
K1264(杭州-石家庄) 56000K126413
G1265(青岛北-长春) 49000G126807
G1266(长春-青岛北) 11000G126607
G1267(长春-青岛北) 11000G126607
K1267(重庆北-福州) 77000K12700A
G1268(青岛北-长春) 49000G126807
K1268(福州-重庆北) 58000K12680E
K1269(福州-重庆北) 58000K12680E
K1270(重庆北-福州) 77000K12700A
G1271(武汉-沈阳北) 4e000G127404
K1271(杭州-成都) 56000K127181
G1272(沈阳北-武汉) 12000G127208
K1272(成都-杭州) 76000K12730D
G1273(沈阳北-武汉) 12000G127208
K1273(成都-杭州) 76000K12730D
G1274(武汉-沈阳北) 4e000G127404
K1274(杭州-成都) 56000K127181
K1275(包头-南昌) 33000K127809
G1275(武汉-哈尔滨西) 4e000G127804
G1276(哈尔滨西-武汉) 0h000G127604
K1276(南昌-包头) 57000K127610
G1277(哈尔滨西-武汉) 0h000G127604
K1277(南昌-包头) 57000K127610
K1278(包头-南昌) 33000K127809
G1278(武汉-哈尔滨西) 4e000G127804
G1281(沈阳北-西安北) 12000G128410
K1281(济南-深圳东) 47000K128405
G1282(西安北-沈阳北) 4f000G128203
K1282(深圳东-济南) 65000K128209
G1283(西安北-沈阳北) 4f000G128203
K1283(深圳东-济南) 65000K128209
G1284(沈阳北-西安北) 12000G128410
K1284(济南-深圳东) 47000K128405
G1285(沈阳北-郑州东) 12000G128803
K1285(银川-青岛) 87000K128513
G1286(郑州东-沈阳北) 38000G128604
K1286(青岛-银川) 49000K128608
G1287(郑州东-沈阳北) 38000G128604
K1287(青岛-银川) 49000K128608
G1288(沈阳北-郑州东) 12000G128803
K1288(银川-青岛) 87000K128513
G1289(沈阳-武汉) 12000G129201
G1290(武汉-沈阳) 4e000G129000
K1291(烟台-太原) 49000K129405
G1291(武汉-沈阳) 4e000G129000
G1292(沈阳-武汉) 12000G129201
K1292(太原-烟台) 27000K129208
G1293(大连北-西安北) 1g000G129300
K1293(太原-烟台) 27000K129208
K1294(烟台-太原) 49000K129405
G1294(西安北-大连北) 4f000G129400
G1295(西安北-大连北) 4f000G129400
K1295(银川-广州) 87000K129543
G1296(大连北-西安北) 1g000G129300
K1296(广州-银川) 63000K12960C
G1297(沈阳-石家庄) 12000G130001
K1297(广州-银川) 63000K12960C
G1298(石家庄-沈阳) 26000G129801
K1298(银川-广州) 87000K129543
G1299(石家庄-沈阳) 26000G129801
G1300(沈阳-石家庄) 12000G130001
K1301(北京-满洲里) 24000K13010K
G1301(上海虹桥-广州南) 5l000G130142
K1302(满洲里-北京) 05000K130209
G1302(广州南-上海虹桥) 6c000G130207
1303(北京西-郑州) 24000013030M
G1303(上海虹桥-广州南) 5l000G130342
1304(郑州-北京西) 38000013040G
G1304(广州南-上海虹桥) 6c000G130404
K1305(西安-银川) 41000K13050A
G1305(上海虹桥-广州南) 5l000G130506
G1306(广州南-上海虹桥) 6c000G130607
K1306(银川-西安) 87000K130700
K1307(银川-西安) 87000K130700
K1308(西安-银川) 41000K13050A
K1309(东莞东-西宁) 67000K131205
K1310(西宁-东莞东) 88000K131005
G1311(重庆北-深圳北) 77000G131410
K1311(西宁-东莞东) 88000K131005
K1312(东莞东-西宁) 67000K131205
G1312(深圳北-重庆北) 6i000G131203
G1313(深圳北-重庆北) 6i000G131203
G1314(重庆北-深圳北) 77000G131410
K1315(呼和浩特东-福州) 33000K131508
G1315(成都东-广州南) 76000G131803
K1316(福州-呼和浩特东) 58000K131608
G1316(广州南-成都东) 6c000G131603
K1317(福州-呼和浩特东) 58000K131608
G1317(广州南-成都东) 6c000G131603
K1318(呼和浩特东-福州) 33000K131508
G1318(成都东-广州南) 76000G131803
K1321(苏州-榆林) 55000K132420
G1321(上海虹桥-贵阳北) 5l000G132123
K1322(榆林-苏州) 4a000K132306
G1322(贵阳北-上海虹桥) 78000G132220
K1323(榆林-苏州) 4a000K132306
G1323(上海虹桥-贵阳北) 5l000G132332
K1324(苏州-榆林) 55000K132420
K1325(苏州-南昌) 55000K132805
K1326(南昌-苏州) 57000K13260A
G1326(贵阳北-上海虹桥) 78000G132604
K1327(南昌-苏州) 57000K13260A
G1327(上海虹桥-贵阳北) 5l000G132722
K1328(苏州-南昌) 55000K132805
G1328(贵阳北-上海虹桥) 78000G132804
G1329(上海虹桥-贵阳北) 5l000G132942
G1330(贵阳北-上海虹桥) 78000G133004
G1331(杭州东-贵阳北) 56000G133102
K1331(银川-上海) 87000K133102
K1332(上海-银川) 55000K133204
G1332(贵阳北-杭州东) 78000G133203
K1333(上海-银川) 55000K133204
K1334(银川-上海) 87000K133102
K1335(伊宁-济南) 95000K133800
K1336(济南-伊宁) 47000K133620
K1337(济南-伊宁) 47000K133620
K1338(伊宁-济南) 95000K133800
G1341(上海虹桥-长沙南) 5l000G134151
G1342(长沙南-上海虹桥) 6c000G134208
G1344(长沙南-上海虹桥) 6c000G134407
G1346(长沙南-上海虹桥) 6c000G134606
G1347(上海虹桥-长沙南) 5l000G134761
G1348(长沙南-上海虹桥) 6c000G134804
G1349(上海虹桥-长沙南) 5l000G134932
G1350(长沙南-上海虹桥) 6c000G135007
G1352(长沙南-上海虹桥) 6c000G135207
G1353(上海虹桥-长沙南) 5l000G135331
G1354(长沙南-上海虹桥) 6c000G135406
G1355(上海虹桥-长沙南) 5l000G135521
G1356(长沙南-上海虹桥) 6c000G135607
G1357(上海虹桥-长沙南) 5l000G135730
G1359(上海虹桥-长沙南) 5l000G135940
G1361(上海虹桥-长沙南) 5l000G136140
K1363(北京西-成都) 24000K13630I
G1363(上海虹桥-长沙南) 5l000G136340
G1364(长沙南-上海虹桥) 6c000G136406
K1364(成都-北京西) 76000K136407
K1365(大同-汉口) 28000K136504
G1365(上海虹桥-长沙南) 5l000G136550
K1366(汉口-大同) 39000K136602
K1367(汉口-大同) 39000K136602
G1367(上海虹桥-萍乡北) 5l000G136700
K1368(大同-汉口) 28000K136504
G1368(萍乡北-上海虹桥) 5w000G136800
G1369(上海虹桥-怀化南) 5l000G136910
G1370(怀化南-上海虹桥) 61000G137001
G1371(上海虹桥-昆明南) 5l000G137140
G1372(昆明南-上海虹桥) 80000G137201
K1373(上海南-怀化) 55000K137304
G1373(上海虹桥-昆明南) 5l000G137350
K1374(怀化-上海南) 64000K137409
G1374(昆明南-上海虹桥) 80000G137401
G1375(上海虹桥-昆明南) 5l000G137520
K1375(怀化-上海南) 64000K137409
K1376(上海南-怀化) 55000K137304
G1376(昆明南-上海虹桥) 80000G137601
G1377(南京南-昆明南) 5l000G137710
G1378(昆明南-南京南) 80000G137801
G1379(南京南-昆明南) 5l000G137910
G1380(昆明南-南京南) 80000G138001
K1381(哈尔滨西-包头) 0h000K138404
K1382(包头-哈尔滨西) 33000K138207
G1382(南昌西-上海虹桥) 5u000G138204
K1383(包头-哈尔滨西) 33000K138207
G1383(上海虹桥-南昌西) 5l000G138340
K1384(哈尔滨西-包头) 0h000K138404
G1384(南昌西-上海虹桥) 5u000G138406
G1386(南昌西-上海虹桥) 5u000G138605
G1387(上海虹桥-南昌西) 5l000G138720
G1388(南昌西-上海虹桥) 5u000G138806
G1389(上海虹桥-南昌西) 5l000G138920
G1390(南昌西-上海虹桥) 5u000G139004
K1391(佳木斯-烟台) 02000K13940H
G1391(上海虹桥-南昌西) 5l000G139121
K1392(烟台-佳木斯) 49000K13920H
K1393(烟台-佳木斯) 49000K13920H
G1393(上海虹桥-南昌西) 5l000G139350
K1394(佳木斯-烟台) 02000K13940H
G1394(南昌西-上海虹桥) 5u000G139403
K1395(太原-温州) 27000K139806
G1395(上海虹桥-南昌西) 5l000G139520
K1396(温州-太原) 5a000K139606
K1397(温州-太原) 5a000K139606
K1398(太原-温州) 27000K139806
G1401(南昌西-广州南) 5u000G140106
G1402(广州南-上饶) 6c000G140206
G1403(杭州东-广州南) 56000G140330
G1404(广州南-杭州东) 6c000G140406
G1405(上饶-广州南) 57000G140506
G1406(广州南-南昌西) 6c000G140605
G1407(南昌西-广州南) 5u000G140702
G1408(广州南-南昌西) 6c000G140800
G1415(长沙南-宁波) 6c000G141808
G1416(宁波-长沙南) 5e000G141640
G1417(宁波-长沙南) 5e000G141640
G1418(长沙南-宁波) 6c000G141808
G1421(杭州东-昆明南) 56000G142130
G1422(昆明南-杭州东) 80000G142200
G1431(长沙南-宁波) 6c000G143404
G1432(宁波-长沙南) 5e000G143220
G1433(宁波-长沙南) 5e000G143220
G1434(长沙南-宁波) 6c000G143404
K1449(牡丹江-日照) 03000K145203
K1450(日照-牡丹江) 47000K14500A
K1451(日照-牡丹江) 47000K14500A
G1451(杭州东-南昌西) 56000G145111
K1452(牡丹江-日照) 03000K145203
G1452(南昌西-杭州东) 5u000G145205
K1453(北京西-赣州) 24000K14530F
K1454(赣州-北京西) 57000K14540B
1455(通辽-呼和浩特) 16000014580Q
G1455(杭州东-南昌西) 56000G145530
1456(呼和浩特-通辽) 33000014560N
G1456(南昌西-杭州东) 5u000G145605
1457(呼和浩特-通辽) 33000014560N
1458(通辽-呼和浩特) 16000014580Q
1461(北京-上海) 24000014611J
1462(上海-北京) 5500001462H2
K1473(襄阳-湛江) 42000K147306
K1474(湛江-襄阳) 71000K14740E
K1475(烟台-汉口) 49000K147803
K1476(汉口-烟台) 39000K147602
K1477(汉口-烟台) 39000K147602
K1478(烟台-汉口) 49000K147803
G1481(南京南-贵阳北) 5l000G148150
G1482(长沙南-南京南) 6c000G148208
G1483(南京南-长沙南) 5l000G148330
G1484(贵阳北-南京南) 78000G148402
1485(太原-成都) 27000014852M
1486(成都-太原) 760000148608
1487(北京西-郑州) 24000014870Q
1488(郑州-北京西) 380000148809
G1492(南昌西-南京南) 5u000G149204
G1493(南京南-南昌西) 5l000G149330
G1501(上海虹桥-南宁东) 5l000G150130
K1501(乌鲁木齐-昆明) 93000K150404
G1502(南宁东-上海虹桥) 71000G150206
K1502(昆明-乌鲁木齐) 80000K150210
G1503(南京南-南宁东) 5l000G150350
K1503(昆明-乌鲁木齐) 80000K150210
G1504(南宁东-南京南) 71000G150405
K1504(乌鲁木齐-昆明) 93000K150404
K1505(周口-上海) 4d000K150502
G1505(杭州东-南宁东) 56000G150550
K1506(上海-周口) 55000K150602
G1506(南宁东-湖州) 71000G150603
G1507(黄山北-上海虹桥) 52000G150720
K1507(上海-周口) 55000K150602
G1508(上海虹桥-黄山北) 5l000G150930
K1509(义乌-聊城) 56000K151210
G1509(上海虹桥-黄山北) 5l000G150930
K1510(聊城-义乌) 47000K151110
G1510(黄山北-上海虹桥) 52000G150720
K1511(聊城-义乌) 47000K151110
G1511(南昌西-昆明南) 5u000G151101
K1512(义乌-聊城) 56000K151210
G1512(贵阳北-南昌西) 78000G151201
G1513(南昌西-贵阳北) 5u000G151306
G1514(昆明南-南昌西) 80000G151400
K1517(沈阳北-西宁) 12000K152007
K1518(西宁-沈阳北) 88000K151803
K1519(西宁-沈阳北) 88000K151803
K1520(沈阳北-西宁) 12000K152007
G1521(武汉-贵阳北) 4e000G152101
G1522(贵阳北-武汉) 78000G152202
G1523(武汉-贵阳北) 4e000G152302
K1523(九江-南宁) 57000K15230F
K1524(南宁-九江) 71000K15240C
G1524(贵阳北-武汉) 78000G152401
K1525(哈尔滨-邯郸) 01000K152805
G1525(武汉-昆明南) 4e000G152500
K1526(邯郸-哈尔滨) 26000K15260K
G1526(昆明南-武汉) 80000G152600
K1527(邯郸-哈尔滨) 26000K15260K
K1528(哈尔滨-邯郸) 01000K152805
G1531(郑州东-贵阳北) 38000G153103
G1532(贵阳北-徐州东) 78000G153210
G1533(徐州东-贵阳北) 5l000G153300
G1534(贵阳北-郑州东) 78000G153404
G1535(郑州东-昆明南) 38000G153500
G1536(昆明南-郑州东) 80000G153600
K1537(南京-乌鲁木齐) 54000K154011
K1538(乌鲁木齐-南京) 93000K153801
K1539(乌鲁木齐-南京) 93000K153801
K1540(南京-乌鲁木齐) 54000K154011
K1545(佳木斯-福州) 02000K154800
G1545(西安北-南宁东) 4f000G154801
K1546(福州-佳木斯) 58000K154603
G1546(南宁东-西安北) 71000G154601
K1547(福州-佳木斯) 58000K154603
G1547(南宁东-西安北) 71000G154601
K1548(佳木斯-福州) 02000K154800
G1548(西安北-南宁东) 4f000G154801
1551(太原-连云港东) 27000015511J
1552(连云港东-太原) 480000155211
1553(连云港东-太原) 480000155211
1554(太原-连云港东) 27000015511J
K1555(南宁-上海) 71000K15580D
K1556(上海-南宁) 55000K155642
K1557(上海-南宁) 55000K155642
K1558(南宁-上海) 71000K15580D
G1559(北京西-商丘) 24000G155901
G1560(商丘-北京西) 38000G156100
G1561(商丘-北京西) 38000G156100
K1561(济南-南宁) 47000K156102
G1562(北京西-商丘) 24000G155901
K1562(南宁-济南) 71000K15620D
G1563(北京西-郑州东) 24000G156301
K1563(南宁-济南) 71000K15620D
G1564(郑州东-北京西) 38000G156401
K1564(济南-南宁) 47000K156102
K1565(大连-包头) 13000K156506
K1566(包头-大连) 33000K156608
G1567(北京南-商丘) 24000G156702
K1567(包头-大连) 33000K156608
K1568(大连-包头) 13000K156506
G1568(商丘-北京南) 38000G156800
G1571(北京西-安阳东) 24000G157101
K1571(重庆北-长春) 77000K157405
K1572(长春-重庆北) 11000K157206
G1572(安阳东-北京西) 38000G157200
K1573(长春-重庆北) 11000K157206
K1574(重庆北-长春) 77000K157405
K1581(乌鲁木齐-重庆) 93000K158406
K1582(重庆-乌鲁木齐) 77000K158209
K1583(重庆-乌鲁木齐) 77000K158209
K1584(乌鲁木齐-重庆) 93000K158406
K1585(武昌-温州) 39000K158503
K1586(温州-武昌) 5a000K158604
K1587(温州-武昌) 5a000K158604
K1588(武昌-温州) 39000K158503
K1595(昌平北-乌海西) 24000K15950B
K1596(乌海西-昌平北) 33000K159609
G1601(合肥南-深圳北) 5i000G160121
G1602(深圳北-合肥南) 6i000G160203
K1609(襄阳-昆明) 42000K160900
K1610(昆明-襄阳) 80000K161000
K1611(连云港东-北京) 48000K161400
G1611(合肥南-厦门北) 5i000G161120
K1612(北京-连云港东) 24000K161302
G1612(厦门北-合肥南) 5n000G161205
K1613(北京-连云港东) 24000K161302
K1614(连云港东-北京) 48000K161400
K1619(天津-深圳东) 25000K162212
G1619(合肥南-南昌西) 5i000G161920
G1620(南昌西-合肥南) 5u000G162003
K1620(深圳东-天津) 65000K16200C
G1621(合肥南-福州) 5i000G162112
K1621(深圳东-天津) 65000K16200C
K1622(天津-深圳东) 25000K162212
K1623(连云港东-汉口) 48000K162600
K1624(汉口-连云港东) 39000K162400
G1624(福州-合肥南) 58000G162405
K1625(汉口-连云港东) 39000K162400
K1626(连云港东-汉口) 48000K162600
K1627(郑州-南宁) 38000K162708
K1628(南宁-郑州) 71000K16280C
K1629(济南-西安) 47000K162904
K1630(西安-济南) 41000K163007
G1631(上海虹桥-福州) 5l000G163120
G1632(福州-上海虹桥) 58000G163203
K1633(郑州-青岛北) 38000K163601
G1633(上海虹桥-福州) 5l000G163320
K1634(青岛北-郑州) 49000K163400
G1634(福州-上海虹桥) 58000G163402
K1635(青岛北-郑州) 49000K163400
G1635(上海虹桥-福州) 5l000G163510
K1636(郑州-青岛北) 38000K163601
G1636(福州-上海虹桥) 58000G163602
G1637(上海虹桥-福州) 5l000G163722
G1638(福州-上海虹桥) 58000G163802
G1639(上海虹桥-福州) 5l000G163921
G1640(福州-上海虹桥) 58000G164004
G1641(杭州东-福州) 56000G164101
G1642(福州-杭州东) 58000G164202
G1651(上海虹桥-厦门北) 5l000G165120
G1652(厦门北-上海虹桥) 5n000G165204
G1653(上海虹桥-厦门北) 5l000G165340
G1654(厦门北-上海虹桥) 5n000G165405
K1655(襄阳-深圳东) 42000K165803
G1655(上海虹桥-厦门北) 5l000G165510
G1656(厦门北-上海虹桥) 5n000G165604
K1656(深圳东-襄阳) 65000K165601
G1657(上海虹桥-厦门北) 5l000G165720
K1657(深圳东-襄阳) 65000K165601
K1658(襄阳-深圳东) 42000K165803
G1658(厦门北-上海虹桥) 5n000G165804
G1659(上海虹桥-厦门北) 5l000G165921
G1660(厦门北-上海虹桥) 5n000G166004
K1661(宝鸡-喀什) 41000K16610O
G1661(蚌埠南-龙岩) 5l000G166111
G1662(龙岩-蚌埠南) 5c000G166302
K1662(喀什-宝鸡) 94000K166220
G1663(龙岩-蚌埠南) 5c000G166302
G1664(蚌埠南-龙岩) 5l000G166111
K1665(赣州-广州东) 57000K166504
K1666(广州东-赣州) 65000K166601
K1669(九江-温州) 57000K166907
K1670(温州-九江) 5a000K167013
K1671(温州-九江) 5a000K167013
G1671(南京南-厦门北) 5l000G167121
K1672(九江-温州) 57000K166907
G1672(福州-南京南) 58000G167202
K1673(呼和浩特-西安) 33000K16730C
G1673(徐州东-厦门北) 5l000G167321
K1674(西安-呼和浩特) 41000K16740G
G1674(南昌西-徐州东) 5u000G167405
G1675(徐州东-南昌西) 5l000G167520
G1676(厦门北-徐州东) 5n000G167602
G1677(南京南-福州) 5l000G167710
G1678(厦门北-南京南) 5n000G167802
G1679(杭州东-厦门) 56000G167911
G1680(厦门-杭州东) 58000G168006
G1681(厦门北-昆明南) 5n000G168402
G1682(昆明南-厦门北) 80000G168202
G1683(昆明南-厦门北) 80000G168202
G1684(厦门北-昆明南) 5n000G168402
K1685(乌海西-西安) 33000K168805
G1685(厦门北-贵阳北) 5n000G168805
K1686(西安-乌海西) 41000K168604
G1686(贵阳北-厦门北) 78000G168603
K1687(西安-乌海西) 41000K168604
G1687(贵阳北-厦门北) 78000G168603
K1688(乌海西-西安) 33000K168805
G1688(厦门北-贵阳北) 5n000G168805
G1691(厦门北-长沙南) 5n000G169405
G1692(长沙南-厦门北) 6c000G169205
G1693(长沙南-厦门北) 6c000G169205
G1694(厦门北-长沙南) 5n000G169405
G1701(秦皇岛-西安北) 25000G170420
G1702(西安北-秦皇岛) 4f000G170210
G1703(西安北-秦皇岛) 4f000G170210
G1704(秦皇岛-西安北) 25000G170420
G1705(太原南-济南西) 27000G170800
G1706(济南西-太原南) 4p000G170601
G1707(济南西-太原南) 4p000G170601
G1708(太原南-济南西) 27000G170800
G1709(天津西-西安北) 25000G170901
G1710(西安北-天津西) 4f000G171000
G1711(天津西-西安北) 25000G171100
G1712(西安北-天津西) 4f000G171200
G1731(济南西-红安西) 4p000G173100
G1732(红安西-济南西) 3h000G173200
G1735(武汉-上海虹桥) 4e000G173801
G1736(上海虹桥-武汉) 5l000G173601
G1737(上海虹桥-武汉) 5l000G173601
G1738(武汉-上海虹桥) 4e000G173801
G1741(蚌埠南-长沙南) 5l000G174101
G1742(长沙南-蚌埠南) 6c000G174201
G1743(南京南-广州南) 5l000G174301
G1744(广州南-南京南) 6c000G174401
G1745(合肥南-长沙南) 5i000G174500
G1746(长沙南-合肥南) 6c000G174601
G1747(蚌埠南-广州南) 5l000G174700
G1748(广州南-蚌埠南) 6c000G174800
K1780(南宁-长沙) 71000K178001
G1801(郑州东-上海虹桥) 38000G180400
G1802(上海虹桥-郑州东) 5l000G180200
K1803(武昌-湛江) 39000K180303
G1803(上海虹桥-郑州东) 5l000G180200
G1804(郑州东-上海虹桥) 38000G180400
K1804(湛江-武昌) 71000K180405
G1805(许昌东-上海虹桥) 38000G180801
G1806(上海虹桥-郑州东) 5l000G180601
G1807(上海虹桥-郑州东) 5l000G180601
G1808(许昌东-上海虹桥) 38000G180801
G1809(洛阳龙门-上海虹桥) 3b000G181201
G1810(上海虹桥-焦作) 5l000G181010
G1811(上海虹桥-焦作) 5l000G181010
G1812(洛阳龙门-上海虹桥) 3b000G181201
G1813(安阳东-上海虹桥) 38000G181303
G1814(上海虹桥-郑州东) 5l000G181400
G1815(上海虹桥-郑州东) 5l000G181400
G1816(安阳东-上海虹桥) 38000G181303
1817(乌兰浩特-呼和浩特东) 11000018200N
G1817(郑州东-上海虹桥) 38000G182001
1818(呼和浩特东-乌兰浩特) 33000018180J
G1818(上海虹桥-郑州东) 5l000G181800
1819(呼和浩特东-乌兰浩特) 33000018180J
G1819(上海虹桥-郑州东) 5l000G181800
1820(乌兰浩特-呼和浩特东) 11000018200N
G1820(郑州东-上海虹桥) 38000G182001
G1821(焦作-上海虹桥) 38000G182101
G1822(上海虹桥-洛阳龙门) 5l000G182210
G1823(上海虹桥-洛阳龙门) 5l000G182210
G1824(焦作-上海虹桥) 38000G182101
G1825(郑州东-上海虹桥) 38000G182802
G1826(上海虹桥-郑州东) 5l000G182600
G1827(上海虹桥-郑州东) 5l000G182600
G1828(郑州东-上海虹桥) 38000G182802
G1829(济南西-武汉) 4p000G182903
G1830(武汉-济南西) 4e000G183002
G1831(济南西-西安北) 4p000G183101
G1832(西安北-济南西) 4f000G183201
G1833(济南西-宝鸡南) 4p000G183310
G1834(宝鸡南-济南西) 4g000G183400
G1835(青岛北-西安北) 49000G183801
G1836(西安北-青岛北) 4f000G183601
G1837(西安北-青岛北) 4f000G183601
G1838(青岛北-西安北) 49000G183801
G1843(荣成-西安北) 49000G184601
G1844(西安北-荣成) 4f000G184401
G1845(西安北-荣成) 4f000G184401
G1846(荣成-西安北) 49000G184601
G1847(烟台-长沙南) 49000G185010
G1848(长沙南-烟台) 6c000G184800
G1849(长沙南-烟台) 6c000G184800
G1850(烟台-长沙南) 49000G185010
G1851(青岛北-郑州东) 49000G185401
G1852(郑州东-青岛北) 38000G185200
G1853(郑州东-青岛北) 38000G185200
G1854(青岛北-郑州东) 49000G185401
G1861(郑州东-杭州东) 38000G186400
G1862(杭州东-郑州东) 56000G186200
G1863(杭州东-郑州东) 56000G186200
G1864(郑州东-杭州东) 38000G186400
G1865(郑州东-宁波) 38000G186802
G1866(宁波-郑州东) 5e000G186601
G1867(宁波-郑州东) 5e000G186601
G1868(郑州东-宁波) 38000G186802
G1869(郑州东-杭州东) 38000G187202
G1870(杭州东-郑州东) 56000G187000
G1871(杭州东-郑州东) 56000G187000
G1872(郑州东-杭州东) 38000G187202
G1873(西安北-杭州东) 4f000G187601
G1874(杭州东-西安北) 56000G187400
G1875(杭州东-西安北) 56000G187400
G1876(西安北-杭州东) 4f000G187601
G1877(西安北-合肥南) 4f000G188000
G1878(合肥南-西安北) 5i000G187800
G1879(合肥南-西安北) 5i000G187800
G1880(西安北-合肥南) 4f000G188000
G1881(西安北-金华南) 4f000G188401
G1882(金华南-西安北) 5a000G188200
G1883(金华南-西安北) 5a000G188200
G1884(西安北-金华南) 4f000G188401
G1885(西安北-南京南) 4f000G188801
G1886(南京南-西安北) 5l000G188600
G1887(南京南-西安北) 5l000G188600
G1888(西安北-南京南) 4f000G188801
G1889(郑州东-杭州东) 38000G189220
G1890(杭州东-郑州东) 56000G189000
G1891(杭州东-郑州东) 56000G189000
G1892(郑州东-杭州东) 38000G189220
G1893(西安北-温州南) 4f000G189601
G1894(温州南-西安北) 5j000G189410
G1895(温州南-西安北) 5j000G189410
G1896(西安北-温州南) 4f000G189601
G1897(西安北-义乌) 4f000G190000
G1898(义乌-西安北) 56000G189800
G1899(义乌-西安北) 56000G189800
G1900(西安北-义乌) 4f000G190000
K1901(北京-日照) 24000K19010B
G1901(西安北-福州) 4f000G190403
K1902(日照-北京) 47000K190210
G1902(福州-西安北) 58000G190201
K1903(日照-北京) 47000K190210
G1903(福州-西安北) 58000G190201
K1904(北京-日照) 24000K19010B
G1904(西安北-福州) 4f000G190403
G1905(郑州东-福州) 38000G190800
G1906(福州-郑州东) 58000G190600
G1907(福州-郑州东) 58000G190600
G1908(郑州东-福州) 38000G190800
G1911(西安北-上海虹桥) 4f000G191400
G1912(上海虹桥-西安北) 5l000G191210
G1913(上海虹桥-西安北) 5l000G191210
G1914(西安北-上海虹桥) 4f000G191400
G1915(西安北-上海虹桥) 4f000G191801
G1916(上海虹桥-西安北) 5l000G191600
G1917(上海虹桥-西安北) 5l000G191600
G1918(西安北-上海虹桥) 4f000G191801
G1919(西安北-上海虹桥) 4f000G192201
G1920(上海虹桥-西安北) 5l000G192000
G1921(上海虹桥-西安北) 5l000G192000
G1922(西安北-上海虹桥) 4f000G192201
G1923(西安北-上海虹桥) 4f000G192600
G1924(上海虹桥-西安北) 5l000G192400
G1925(上海虹桥-西安北) 5l000G192400
G1926(西安北-上海虹桥) 4f000G192600
G1927(西安北-上海虹桥) 4f000G193002
G1928(上海虹桥-西安北) 5l000G192810
G1929(上海虹桥-西安北) 5l000G192810
G1930(西安北-上海虹桥) 4f000G193002
G1931(西安北-上海虹桥) 4f000G193401
G1932(上海虹桥-西安北) 5l000G193200
G1933(上海虹桥-西安北) 5l000G193200
G1934(西安北-上海虹桥) 4f000G193401
G1935(西安北-上海虹桥) 4f000G193801
G1936(上海虹桥-西安北) 5l000G193600
G1937(上海虹桥-西安北) 5l000G193600
G1938(西安北-上海虹桥) 4f000G193801
G1939(西安北-上海虹桥) 4f000G194200
G1940(上海虹桥-西安北) 5l000G194000
G1941(上海虹桥-西安北) 5l000G194000
G1942(西安北-上海虹桥) 4f000G194200
G1951(太原南-上海虹桥) 27000G195400
G1952(上海虹桥-太原南) 5l000G195200
G1953(上海虹桥-太原南) 5l000G195200
G1954(太原南-上海虹桥) 27000G195400
G1955(太原南-上海虹桥) 27000G195800
G1956(上海虹桥-太原南) 5l000G195600
G1957(上海虹桥-太原南) 5l000G195600
G1958(太原南-上海虹桥) 27000G195800
G1961(郑州东-宁波) 38000G196400
G1962(宁波-郑州东) 5e000G196200
